Sample	tumor.purity	StromalScore	ImmuneScore	ESTIMATEScore	fit	lwr.p	upr.p
55	0.91	-1611.994873	-48.74248397	-1660.737357	0.935469484	0.698770946	1.172168022
56	0.92	-1580.668016	-58.64271657	-1639.310733	0.934353331	0.697653697	1.171052964
57	0.96	-1087.474264	-549.8549413	-1637.329205	0.934249642	0.69754991	1.170949374
58	0.96	-740.3883753	-891.1308403	-1631.519216	0.933945164	0.697245144	1.170645184
59	0.85	-1297.483089	-310.1777931	-1607.660882	0.932687724	0.69598656	1.169388888
60	0.92	-927.0224991	-665.0455936	-1592.068093	0.931859733	0.695157853	1.168561613
61	0.98	-879.1165354	-703.9387652	-1583.055301	0.931378919	0.694676637	1.168081201
62	0.52	-834.2924225	-747.145881	-1581.438304	0.931292483	0.694590129	1.167994836
63	0.86	-710.3922853	-822.4669584	-1532.859244	0.928671264	0.691966898	1.16537563
64	0.83	-1277.541961	-245.4950085	-1523.03697	0.928135532	0.691430789	1.164840275
65	0.91	-1237.566036	-265.5280211	-1503.094057	0.92704186	0.690336384	1.163747337
66	0.87	-951.6959573	-545.1106198	-1496.806577	0.926695407	0.689989707	1.163401106
67	0.92	-1374.377318	-76.08460251	-1450.46192	0.924117383	0.687410171	1.160824596
68	0.84	-1145.470685	-266.0737666	-1411.544452	0.921919474	0.685211165	1.158627782
69	0.89	-820.5698044	-582.8092432	-1403.379048	0.921454502	0.684745984	1.15816302
70	0.96	-420.2822827	-975.6991443	-1395.981427	0.921032108	0.684323406	1.157740811
71	0.93	-857.9352734	-535.689927	-1393.6252	0.920897343	0.684188583	1.157606103
72	0.9	-794.5953455	-593.2420925	-1387.837438	0.920565842	0.683856944	1.15727474
73	0.92	-1362.558975	-11.95496714	-1374.513942	0.919800198	0.683090994	1.156509402
74	0.89	-938.4281577	-428.254741	-1366.682899	0.91934854	0.682639165	1.156057914
75	0.91	-750.9187223	-611.4517726	-1362.370495	0.919099302	0.682389836	1.155808767
76	0.9	-818.6116995	-528.157925	-1346.769624	0.918194564	0.681484784	1.154904344
77	0.97	-792.2777894	-553.7934968	-1346.071286	0.918153953	0.681444159	1.154863746
78	0.9	-427.2992451	-917.015269	-1344.314514	0.918051747	0.681341919	1.154761574
79	0.93	-789.8999973	-548.3511676	-1338.251165	0.917698522	0.680988581	1.154408463
80	0.78	-917.024877	-414.2151641	-1331.240041	0.917289178	0.68057911	1.153999246
81	0.82	-781.3152882	-545.1331306	-1326.448419	0.917008861	0.680298709	1.153719012
82	0.94	-881.279064	-417.438873	-1298.717937	0.915377678	0.67866709	1.152088267
83	0.9	-718.1717334	-555.5310354	-1273.702769	0.913893206	0.677182292	1.150604119
84	0.99	-809.613737	-447.5412944	-1257.155031	0.912904442	0.676193348	1.149615536
85	0.94	-701.4831616	-554.5071181	-1255.99028	0.912834642	0.676123537	1.149545748
86	0.86	-720.1916332	-530.211319	-1250.402952	0.912499443	0.675788284	1.149210602
87	0.93	-739.2701825	-501.0645061	-1240.334689	0.911893869	0.675182622	1.148605117
88	0.69	-1130.002445	-107.3501556	-1237.3526	0.911714124	0.675002852	1.148425396
89	0.91	-890.7265372	-344.1543131	-1234.88085	0.911565007	0.674853716	1.148276298
90	0.82	-364.3296803	-866.6231948	-1230.952875	0.911327791	0.67461647	1.148039112
91	0.81	-868.7820885	-358.5548874	-1227.336976	0.911109154	0.674397808	1.147820501
92	0.71	-1154.041878	-71.8646957	-1225.906574	0.911022593	0.674311237	1.14773395
93	0.92	-294.3991785	-931.2244262	-1225.623605	0.911005465	0.674294106	1.147716823
94	0.81	-839.4504849	-383.3049082	-1222.755393	0.910831758	0.674120381	1.147543135
95	0.94	-1103.739019	-117.6538981	-1221.392917	0.910749186	0.6740378	1.147460572
96	0.94	-1141.710653	-78.17465666	-1219.885309	0.910657776	0.673946381	1.147369172
97	0.93	-950.5839218	-253.8093737	-1204.393296	0.909715875	0.673004396	1.146427354
98	0.9	-1251.892823	48.54789857	-1203.344924	0.909651965	0.672940481	1.146363449
99	0.94	-1043.968844	-157.0875501	-1201.056394	0.909512378	0.672800885	1.146223872
100	0.95	-556.6819484	-628.3378339	-1185.019782	0.908531363	0.671819814	1.145242912
101	0.48	-1024.366958	-149.501008	-1173.867966	0.907846199	0.671134627	1.144557771
102	0.74	-971.3800632	-202.230177	-1173.61024	0.907830335	0.671118763	1.144541908
103	0.96	-922.326645	-234.3132368	-1156.639882	0.90678293	0.670071347	1.143494513
104	0.82	-581.4879943	-550.034083	-1131.522077	0.905222341	0.668510795	1.141933886
105	0.9	-880.1275922	-247.6710828	-1127.798675	0.904989955	0.66827842	1.141701489
106	0.92	-774.5330016	-344.5960053	-1119.129007	0.904447814	0.667736311	1.141159318
107	0.93	-941.0580533	-172.7913324	-1113.849386	0.904116946	0.667405465	1.140828427
108	0.89	-1454.477672	349.1416827	-1105.335989	0.903582277	0.666870838	1.140293716
109	0.92	-768.0335736	-335.5675538	-1103.601127	0.903473149	0.666761719	1.140184578
110	0.81	-760.1241244	-340.8606947	-1100.984819	0.903308464	0.666597049	1.140019879
111	0.75	-885.5890966	-205.880857	-1091.469954	0.902708424	0.665997068	1.139419779
112	0.94	-1060.946632	-25.11788166	-1086.064514	0.902366754	0.665655436	1.139078071
113	0.89	-798.7587591	-275.4941572	-1074.252916	0.901618183	0.664906958	1.138329407
114	0.94	-1079.42399	25.85218861	-1053.571802	0.900300972	0.663589942	1.137012002
115	0.86	-671.840676	-372.3860665	-1044.226742	0.899703049	0.662992121	1.136413977
116	0.78	-264.2231252	-761.0251962	-1025.248321	0.898483548	0.661772852	1.135194243
117	0.89	-1041.126663	16.55840508	-1024.568258	0.898439719	0.661729033	1.135150406
118	0.96	-1092.555246	70.56965916	-1021.985587	0.89827319	0.661562539	1.134983842
119	0.93	-323.0717725	-691.9768072	-1015.04858	0.897825259	0.661114703	1.134535815
120	0.9	-841.5729683	-149.037424	-990.6103923	0.896239839	0.659529657	1.132950021
121	0.92	-797.1284278	-190.4283655	-987.5567934	0.896040927	0.659330796	1.132751058
122	0.9	-983.0882706	-1.943436368	-985.031707	0.895876306	0.659166218	1.132586395
123	0.86	-772.4117941	-197.1019426	-969.5137367	0.894861924	0.658152111	1.131571737
124	0.72	-881.3653343	-86.62770612	-967.9930404	0.894762269	0.658052484	1.131472054
125	0.78	-913.7952088	-47.03053985	-960.8257486	0.894291978	0.657582329	1.131001628
126	0.95	-1090.532047	132.2126483	-958.319399	0.894127287	0.657417687	1.130836888
127	0.64	-663.8237581	-283.8423446	-947.6661027	0.893425915	0.656716527	1.130135302
128	0.92	-884.5630863	-58.56513272	-943.1282191	0.893126494	0.6564172	1.129835788
129	0.94	-651.5048383	-287.1984628	-938.7033012	0.892834145	0.656124945	1.129543346
130	0.88	-794.458387	-99.15641855	-893.6148056	0.889833755	0.653125609	1.126541901
131	0.9	-1060.598469	205.6248152	-854.9736534	0.887231378	0.650524282	1.123938475
132	0.88	-265.4063459	-587.6200726	-853.0264185	0.887099481	0.650392441	1.123806521
133	0.86	-424.9488495	-424.7013716	-849.6502212	0.886870621	0.650163679	1.123577562
134	0.94	-670.6645896	-168.196849	-838.8614386	0.886137827	0.649431207	1.122844447
135	0.84	-641.302478	-185.9344429	-827.2369209	0.885345782	0.648639519	1.122052044
136	0.98	-711.4868619	-115.3311702	-826.8180322	0.885317192	0.648610943	1.122023442
137	0.8	-809.8121587	-5.262152684	-815.0743114	0.884514314	0.647808438	1.121220189
138	0.82	-992.2883869	200.2067572	-792.0816297	0.882934773	0.646229662	1.119639883
139	0.85	-915.3001054	132.196683	-783.1034224	0.88231526	0.645610461	1.119020059
140	0.77	-776.4415927	0.254895971	-776.1866968	0.881836949	0.645132394	1.118541503
141	0.98	-674.3582839	-87.8647124	-762.2229963	0.880868549	0.6441645	1.117572599
142	0.86	-909.7404193	156.0525599	-753.6878595	0.880274805	0.643571072	1.116978537
143	0.83	-816.1088295	74.67500334	-741.4338261	0.87941994	0.642716673	1.116123207
144	0.87	-853.4629127	113.9645949	-739.4983177	0.879284655	0.642581462	1.115987848
145	0.95	-831.2594533	107.644031	-723.6154224	0.878171818	0.641469249	1.114874388
146	0.83	-475.6657249	-232.2871603	-707.9528852	0.877069747	0.640367812	1.113771682
147	0.72	-668.1176997	-36.55565677	-704.6733564	0.8768384	0.640136601	1.1135402
148	0.77	-346.7374325	-352.8790582	-699.6164907	0.876481278	0.639779689	1.113182867
149	0.94	-512.4465105	-180.1457708	-692.5922813	0.875984418	0.639283124	1.112685711
150	0.9	-927.1072305	252.3352158	-674.7720147	0.874719717	0.63801919	1.111420244
151	0.96	-682.3226602	12.50631156	-669.8163486	0.87436695	0.637666641	1.11106726
152	0.88	-814.2758554	146.1397807	-668.1360746	0.874247236	0.637547001	1.110947471
153	0.9	-675.9702772	9.440584464	-666.5296927	0.874132736	0.637432572	1.1108329
154	0.88	-747.0171681	83.04892813	-663.9682399	0.87395006	0.63725001	1.11065011
155	0.58	-978.4103371	316.3705118	-662.0398253	0.87381245	0.637112486	1.110512414
156	0.93	159.3936736	-820.1670593	-660.7733857	0.873722039	0.637022132	1.110421947
157	0.79	-969.5612706	315.6446449	-653.9166257	0.873232014	0.636532415	1.109931612
158	0.82	-634.2385275	-14.54397877	-648.7825063	0.872864519	0.636165154	1.109563884
159	0.77	-767.1768438	120.3730883	-646.8037554	0.87272275	0.636023476	1.109422025
160	0.85	-1094.325812	449.907036	-644.4187759	0.872551779	0.635852614	1.109250944
161	0.91	-878.561485	235.2330348	-643.3284502	0.872473581	0.635774467	1.109172696
162	0.85	-650.6963966	7.578431452	-643.1179651	0.872458483	0.635759378	1.109157588
163	0.93	-623.674613	-9.125004761	-632.7996177	0.87171731	0.635018684	1.108415935
164	0.93	-595.0510729	-34.37493285	-629.4260058	0.871474547	0.634776081	1.108173014
165	0.93	-844.9297059	220.6961628	-624.2335431	0.871100484	0.634402263	1.107798706
166	0.91	-567.8513208	-54.50984557	-622.3611664	0.870965475	0.634267343	1.107663607
167	0.95	-608.732477	-10.66005137	-619.3925284	0.870751284	0.634053293	1.107449274
168	0.87	-339.7068953	-267.3975647	-607.10446	0.869862925	0.633165527	1.106560322
169	0.91	-485.5893369	-117.2639057	-602.8532426	0.869554926	0.632857737	1.106252115
170	0.92	-735.6399387	151.5555783	-584.0843604	0.868191085	0.631494828	1.104887341
171	0.85	-394.0755492	-189.1674379	-583.2429871	0.868129792	0.631433578	1.104826006
172	0.86	-514.1172551	-66.36373337	-580.4809885	0.867928491	0.631232417	1.104624566
173	0.86	-581.3048763	16.51444591	-564.7904304	0.866782222	0.63008695	1.103477493
174	0.78	-130.1418791	-432.901948	-563.0438272	0.866654339	0.629959158	1.103349521
175	0.98	-598.3663647	36.21772855	-562.1486362	0.866588774	0.629893639	1.103283909
176	0.92	-740.1757933	178.2047058	-561.9710875	0.866575768	0.629880642	1.103270894
177	0.9	-223.7508642	-333.6612726	-557.4121368	0.866241613	0.629546724	1.102936501
178	0.91	-511.9825833	-40.86805258	-552.8506358	0.865906882	0.629212232	1.102601532
179	0.83	-316.3960728	-236.1321419	-552.5282146	0.865883208	0.629188575	1.10257784
180	0.93	-556.9521183	13.36507782	-543.5870405	0.86522591	0.628531749	1.10192007
181	0.86	-920.020363	378.6948881	-541.3254748	0.865059418	0.628365378	1.101753458
182	0.58	-204.5791958	-335.0474383	-539.6266341	0.86493429	0.62824034	1.101628239
183	0.91	-563.4913448	25.23517242	-538.2561724	0.864833309	0.628139433	1.101527185
184	0.86	-229.3250915	-297.6679099	-526.9930015	0.864002073	0.627308804	1.100695343
185	0.75	-664.0433505	141.4070108	-522.6363397	0.863679913	0.62698688	1.100372946
186	0.87	-519.9642827	2.637531132	-517.3267515	0.863286809	0.626594067	1.099979551
187	0.89	-558.1044191	44.77086048	-513.3335586	0.862990821	0.626298298	1.099683344
188	0.89	-439.4512998	-64.63258716	-504.083887	0.862304068	0.625612058	1.098996078
189	0.87	-1026.350961	523.4553887	-502.8955723	0.862215725	0.625523781	1.098907669
190	0.89	-951.3388283	471.4369896	-479.9018387	0.860501135	0.62381049	1.09719178
191	0.91	-510.9063729	31.45696098	-479.4494119	0.8604673	0.623776681	1.097157919
192	0.93	-895.530741	417.6455414	-477.8851996	0.860350291	0.623659762	1.097040821
193	0.82	-427.0368884	-47.11487892	-474.1517673	0.860070833	0.623380518	1.096761147
194	0.89	-801.2690261	333.578529	-467.6904971	0.859586577	0.622896635	1.096276519
195	0.93	-411.6671336	-46.94004136	-458.6071749	0.858904498	0.622215085	1.09559391
196	0.76	-663.3719334	204.7649598	-458.6069736	0.858904482	0.62221507	1.095593895
197	0.79	-658.548511	200.8124225	-457.7360885	0.858839006	0.622149644	1.095528368
198	0.96	-414.6286058	-41.09459282	-455.7231986	0.858687616	0.621998373	1.09537686
199	0.92	-524.8366224	70.101357	-454.7352654	0.858613286	0.621924101	1.095302472
200	0.83	-466.9900219	14.50173153	-452.4882904	0.858444161	0.621755108	1.095133215
201	0.76	-688.8968332	243.6519325	-445.2449007	0.857898331	0.621209705	1.094586957
202	0.67	-239.8190378	-199.4699102	-439.288948	0.85744879	0.620760518	1.094137061
203	0.86	-33.44701542	-389.1791515	-422.6261669	0.856187642	0.619500372	1.092874911
204	0.87	-722.3486404	307.5148031	-414.8338374	0.855596109	0.618909314	1.092282905
205	0.91	-382.6305595	-31.78635057	-414.4169101	0.855564428	0.618877658	1.092251198
206	0.76	-956.6850929	552.7217172	-403.9633757	0.854769039	0.61808291	1.091455168
207	0.85	-701.0921176	305.8751331	-395.2169845	0.854101997	0.61741641	1.090787585
208	0.97	-548.6177897	164.8949977	-383.7227921	0.853223254	0.616538384	1.089908124
209	0.9	-980.4337139	597.082398	-383.3513159	0.853194814	0.616509967	1.089879661
210	0.95	-535.9130296	158.3996422	-377.5133874	0.852747528	0.616063048	1.089432007
211	0.97	-383.6150632	8.50353339	-375.1115298	0.852563322	0.615878995	1.08924765
212	0.8	-773.094304	405.1494714	-367.9448326	0.852013058	0.615329184	1.088696931
213	0.93	-384.0844356	22.50824063	-361.5761949	0.851523277	0.614839809	1.088206745
214	0.92	-540.9734108	191.1997042	-349.7737066	0.850613639	0.613930929	1.087296349
215	0.89	-529.0496329	182.4443136	-346.6053193	0.850369011	0.613686506	1.087051517
216	0.5	-614.919448	270.9703765	-343.9490715	0.850163783	0.61348145	1.086846117
217	0.84	-344.8991469	3.208186773	-341.6909601	0.849989215	0.613307027	1.086671402
218	0.81	-633.8551289	300.8500705	-333.0050584	0.849316861	0.612635239	1.085998483
219	0.89	-451.2909314	122.3234305	-328.9675009	0.849003853	0.612322495	1.085685211
220	0.89	-852.5156761	523.6618777	-328.8537984	0.848995034	0.612313684	1.085676385
221	0.94	-484.2288961	155.5330191	-328.695877	0.848982785	0.612301445	1.085664125
222	0.85	-609.9460813	285.2263799	-324.7197014	0.848674225	0.611993146	1.085355304
223	0.92	-667.4427355	346.8256157	-320.6171198	0.848355553	0.611674743	1.085036362
224	0.89	-421.354624	107.3040779	-314.0505461	0.847844847	0.611164471	1.084525222
225	0.86	-697.8766949	386.4488907	-311.4278042	0.847640646	0.610960445	1.084320848
226	0.89	-559.5221354	259.743339	-299.7787964	0.846732165	0.61005274	1.083411591
227	0.94	-493.3660296	203.5135446	-289.852485	0.84595608	0.60927732	1.08263484
228	0.79	-502.9708771	214.0546073	-288.9162698	0.84588279	0.609204093	1.082561487
229	0.84	-690.0970883	410.7291928	-279.3678955	0.845134396	0.608456344	1.081812448
230	0.88	-675.7884153	424.6002644	-251.1881509	0.842916015	0.60623989	1.079592141
231	0.74	-399.6002403	148.686975	-250.9132653	0.842894305	0.606218198	1.079570411
232	0.82	-611.7074522	363.6895665	-248.0178857	0.842665541	0.605989634	1.079341447
233	0.84	-519.445332	285.5431231	-233.9022088	0.841548083	0.604873155	1.078223011
234	0.88	-955.8068404	722.4615625	-233.3452779	0.84150392	0.604829031	1.078178809
235	0.73	-21.84739281	-207.2900454	-229.1374382	0.841170067	0.604495472	1.077844663
236	0.91	178.5258346	-404.9214834	-226.3956488	0.84095236	0.604277956	1.077626763
237	0.86	-390.2376179	178.6391769	-211.598441	0.839775058	0.603101693	1.076448423
238	0.7	-354.5412536	154.8895118	-199.6517418	0.838821659	0.602149138	1.07549418
239	0.65	77.38520978	-276.7646192	-199.3794094	0.838799896	0.602127394	1.075472397
240	0.82	-444.8210207	247.8006545	-197.0203662	0.838611317	0.601938983	1.075283651
241	0.88	-790.3052466	593.9542798	-196.3509669	0.838557788	0.601885501	1.075230074
242	0.93	-380.9106521	186.0928721	-194.8177799	0.838435154	0.601762977	1.075107332
243	0.81	-162.7281403	-24.05224126	-186.7803816	0.837791581	0.601119976	1.074463187
244	0.92	-902.7308663	725.2713919	-177.4594743	0.837043774	0.600372836	1.073714713
245	0.77	-179.8760374	2.883812398	-176.992225	0.837006246	0.600335341	1.073677152
246	0.96	-325.3544225	149.5302822	-175.8241403	0.836912412	0.60024159	1.073583233
247	0.85	-658.0479231	482.5408366	-175.5070865	0.836886938	0.600216139	1.073557737
248	0.81	-457.4563832	282.4759522	-174.9804309	0.836844619	0.600173858	1.073515381
249	0.82	-466.8332587	292.3732293	-174.4600293	0.836802799	0.600132075	1.073473522
250	0.78	-522.7336316	351.2697684	-171.4638631	0.836561924	0.599891416	1.073232433
251	0.84	-540.5577845	390.7985695	-149.7592151	0.834812168	0.598143227	1.07148111
252	0.87	-351.9187875	205.2215561	-146.6972313	0.834564639	0.59789592	1.071233359
253	0.89	-236.007714	91.3360638	-144.6716503	0.8344008	0.597732227	1.071069372
254	0.92	-717.8555739	574.0061056	-143.8494683	0.834334276	0.597665763	1.071002789
255	0.91	-682.2617795	554.1847556	-128.0770239	0.833055762	0.5963884	1.069723125
256	0.76	-261.0072841	138.7017004	-122.3055837	0.832586813	0.595919874	1.069253753
257	0.92	-476.8081372	357.9193324	-118.8888048	0.832308907	0.595642218	1.068975596
258	0.4	-294.4437738	186.2803473	-108.1634265	0.83143519	0.59476929	1.06810109
259	0.48	-347.7450248	241.1947433	-106.5502815	0.831303601	0.594637819	1.067969382
260	0.9	-447.3806198	341.0252903	-106.3553295	0.831287695	0.594621928	1.067953462
261	0.89	-482.5198761	384.7472901	-97.772586	0.83058676	0.593921626	1.067251893
262	0.96	-403.2955563	321.0138714	-82.28168491	0.829318314	0.592654329	1.065982299
263	0.96	236.8520566	-318.8370893	-81.98503268	0.829293981	0.592630018	1.065957944
264	0.85	-299.7664635	221.8994844	-77.8669791	0.828956038	0.592292381	1.065619695
265	0.92	-481.6487199	415.3585797	-66.2901402	0.828004376	0.591341582	1.06466717
266	0.77	-520.3396076	460.7202036	-59.61940408	0.827454929	0.590792633	1.064117224
267	0.95	-270.3573095	219.9966388	-50.36067066	0.826691002	0.5900294	1.063352604
268	0.83	-233.0022964	193.7474027	-39.25489374	0.825772664	0.589111895	1.062433433
269	0.89	-478.7940027	448.425921	-30.36808177	0.825036232	0.588376132	1.061696331
270	0.81	258.6892445	-284.0819358	-25.39269139	0.824623318	0.587963593	1.061283043
271	0.89	-173.8873363	153.3764579	-20.51087846	0.824217743	0.587558386	1.060877099
272	0.91	-397.7191276	378.6595949	-19.0595327	0.824097085	0.587437838	1.060756332
273	0.79	-410.6549472	395.2056791	-15.44926814	0.823796783	0.587137809	1.060455757
274	0.9	-707.6380567	699.8637936	-7.77426306	0.823157608	0.586499214	1.059816001
275	0.74	-212.2139964	227.1129756	14.89897917	0.821263278	0.584606604	1.057919952
276	0.79	-347.3469125	366.1102851	18.76337252	0.820939504	0.584283123	1.057595884
277	0.68	-162.2393076	185.8603248	23.62101721	0.820532136	0.583876125	1.057188147
278	0.77	-227.1100962	251.7947585	24.68466227	0.820442881	0.583786951	1.057098812
279	0.9	-339.6648571	367.804774	28.13991691	0.820152801	0.583497134	1.056808468
280	0.77	-593.3201942	627.3151219	33.99492775	0.81966077	0.583005549	1.056315992
281	0.78	12.51506585	21.67715119	34.19221703	0.819644181	0.582988974	1.056299387
282	0.85	148.1748525	-111.0354832	37.13936932	0.819396275	0.582741293	1.056051257
283	0.89	-200.052253	239.2666024	39.21434943	0.819221642	0.582566819	1.055876465
284	0.77	-514.867861	561.260106	46.39224505	0.818616955	0.581962679	1.055271231
285	0.89	-484.5416878	540.8616219	56.31993409	0.817779119	0.581125601	1.054432638
286	0.89	-405.0207527	473.5298009	68.50904821	0.816748059	0.580095472	1.053400646
287	0.83	-230.688553	303.4297713	72.74121832	0.816389454	0.57973719	1.053041717
288	0.96	-333.4967901	412.0775514	78.58076135	0.815894133	0.579242317	1.05254595
289	0.83	-373.8639224	452.729806	78.86588363	0.815869933	0.579218138	1.052521728
290	0.88	-459.2426887	541.8193263	82.57663758	0.81555485	0.578903339	1.052206362
291	0.93	-392.2488029	481.6922839	89.44348096	0.814971144	0.578320158	1.051622129
292	0.81	-299.5056435	398.2212822	98.71563871	0.814181663	0.577531387	1.050831939
293	0.87	-342.0090265	452.6278932	110.6188667	0.813165948	0.576516583	1.049815312
294	0.87	-157.0454305	269.0562309	112.0108004	0.81304701	0.576397752	1.049696268
295	0.85	-336.2437983	452.4493873	116.205589	0.812688371	0.576039434	1.049337307
296	0.89	-312.0195313	432.9263294	120.9067981	0.812286067	0.575637491	1.048934644
297	0.77	-56.3794107	178.0050427	121.625632	0.81222452	0.575575998	1.048873041
298	0.79	-350.4291841	473.3580016	122.9288175	0.812112915	0.575464493	1.048761337
299	0.87	-320.4939967	450.9420941	130.4480974	0.811468388	0.574820541	1.048116234
300	0.48	-726.5980002	861.4478361	134.8498359	0.811090626	0.574443117	1.047738136
301	0.92	-101.4448001	240.9358263	139.4910262	0.810691948	0.574044794	1.047339103
302	0.78	17.5560464	122.9678278	140.5238742	0.810603176	0.5739561	1.047250251
303	0.88	39.95046677	111.2609561	151.2114228	0.809683493	0.573037235	1.04632975
304	0.87	-278.8452785	432.6073219	153.7620435	0.809463712	0.57281765	1.046109775
305	0.74	-563.1823584	723.1500727	159.9677143	0.808928512	0.572282925	1.0455741
306	0.85	-642.1945857	807.3713363	165.1767506	0.808478748	0.571833558	1.045123938
307	0.95	-340.2096581	510.118829	169.9091709	0.808069726	0.571424898	1.044714554
308	0.94	-159.9629869	331.0323279	171.069341	0.807969393	0.571324653	1.044614133
309	0.88	-2.154351003	176.4844062	174.3300552	0.807687278	0.571042787	1.044331768
310	0.93	-241.7613569	416.8272631	175.0659062	0.807623587	0.570979152	1.044268021
311	0.82	-237.8717249	414.3193369	176.4476121	0.807503968	0.570859639	1.044148298
312	0.87	-523.2275656	711.2156589	187.9880933	0.80650358	0.569860132	1.043147029
313	0.79	-873.8687322	1063.62397	189.7552376	0.806350191	0.569706877	1.042993505
314	0.82	-566.5981655	758.5182908	191.9201254	0.806162203	0.569519054	1.042805352
315	0.69	-89.63437125	298.7702156	209.1358444	0.804664381	0.568022542	1.04130622
316	0.84	-273.8507467	484.8174344	210.9666876	0.804504789	0.56786309	1.041146489
317	0.77	9.196978314	203.3240246	212.521003	0.804369256	0.567727675	1.041010838
318	0.49	-164.6006392	378.2345965	213.6339573	0.804272184	0.567630687	1.040913681
319	0.89	-23.83731917	238.3201631	214.4828439	0.804198129	0.567556696	1.040839561
320	0.92	-246.1382333	470.9214524	224.7832191	0.803298551	0.566657901	1.039939202
321	0.7	309.2535608	-81.7478971	227.5056637	0.803060481	0.566420037	1.039700926
322	0.88	104.968688	126.037917	231.006605	0.802754146	0.566113966	1.039394325
323	0.89	336.0818533	-88.23244892	247.8494044	0.801277422	0.564638517	1.037916328
324	0.78	119.8669806	129.6838277	249.5508083	0.801127976	0.564489199	1.037766754
325	0.77	3.664613767	249.4057636	253.0703773	0.800818669	0.564180157	1.037457181
326	0.9	-415.5918326	669.9855768	254.3937442	0.800702314	0.564063901	1.037340726
327	0.9	-124.1599194	382.8265685	258.666649	0.800326417	0.563688327	1.036964508
328	0.94	-211.2347194	469.9994497	258.7647302	0.800317785	0.563679702	1.036955868
329	0.72	-179.8231386	442.2698646	262.446726	0.799993613	0.563355807	1.03663142
330	0.88	-72.59100324	337.3723957	264.7813924	0.799787943	0.563150312	1.036425573
331	0.77	97.40246515	177.5852914	274.9877565	0.798887718	0.562250854	1.035524583
332	0.88	-134.4875166	411.3156294	276.8281127	0.798725204	0.562088477	1.03536193
333	0.93	-514.88877	791.9020683	277.0132983	0.798708847	0.562072135	1.03534556
334	0.46	-192.418263	476.7464731	284.3282101	0.798062297	0.561426132	1.034698462
335	0.76	293.5688166	-0.324570706	293.2442459	0.797272983	0.560637484	1.033908482
336	0.65	-174.5365314	468.3105644	293.774033	0.797226039	0.56059058	1.033861499
337	0.78	-194.8187029	497.5830636	302.7643607	0.796428684	0.559793894	1.033063474
338	0.84	-44.52885114	350.4477681	305.918917	0.796148576	0.55951402	1.032783132
339	0.85	-414.3248556	724.1507439	309.8258883	0.795801422	0.559167156	1.032435687
340	0.64	330.9770394	-16.37702651	314.6000129	0.795376861	0.558742949	1.032010772
341	0.81	-360.3531339	677.4172909	317.0641569	0.795157572	0.558523843	1.031791302
342	0.9	-192.1249414	510.6769536	318.5520122	0.795025115	0.558391496	1.031658734
343	0.98	-738.8223948	1063.144005	324.3216097	0.794511115	0.557877923	1.031144308
344	0.74	-171.0472035	495.4474875	324.400284	0.794504103	0.557870916	1.03113729
345	0.9	87.73035165	239.4320555	327.1624072	0.794257826	0.557624843	1.030890809
346	0.81	-102.2629471	429.685147	327.4221999	0.794234656	0.557601692	1.03086762
347	0.75	-39.0522383	366.6231025	327.5708642	0.794221396	0.557588443	1.030854349
348	0.93	-135.6098146	469.2295629	333.6197483	0.793681567	0.557049059	1.030314075
349	0.88	-301.3140877	635.5240898	334.2100021	0.793628857	0.556996393	1.030261321
350	0.76	-184.8770752	524.1792311	339.3021559	0.793173874	0.556541784	1.029805964
351	0.54	-185.9623915	525.3551895	339.3927981	0.793165771	0.556533688	1.029797854
352	0.86	-226.1444715	567.752763	341.6082914	0.792967676	0.556335755	1.029599596
353	0.88	-254.867501	600.3750463	345.5075454	0.792618825	0.55598719	1.02925046
354	0.88	-120.023521	465.8893166	345.8657957	0.792586761	0.555955152	1.029218369
355	0.79	-114.6239078	464.4631183	349.8392106	0.792230984	0.555599666	1.028862302
356	0.77	-157.6545356	508.1159319	350.4613963	0.792175249	0.555543977	1.028806522
357	0.37	124.2513394	234.9966784	359.2480177	0.791387451	0.554756819	1.028018083
358	0.88	72.71290271	287.0473587	359.7602614	0.791341483	0.554710889	1.027972077
359	0.9	-427.6207128	790.6250397	363.0043269	0.791050263	0.554419905	1.027680621
360	0.6	379.8729287	-11.58902335	368.2839053	0.790575931	0.553945956	1.027205906
361	0.85	-123.251073	492.343185	369.092112	0.790503277	0.553873361	1.027133194
362	0.73	640.7975024	-270.4054445	370.3920579	0.790386396	0.553756574	1.027016218
363	0.84	322.4063641	48.60793319	371.0142973	0.790330438	0.553700662	1.026960215
364	0.88	-406.2249784	782.5106501	376.2856717	0.789856125	0.553226729	1.02648552
365	0.66	-186.2330775	566.0494951	379.8164175	0.789538167	0.552909026	1.026167307
366	0.82	-253.8991875	644.4170126	390.5178251	0.788573166	0.551944796	1.025201537
367	0.9	-158.1992498	549.3101285	391.1108786	0.788519631	0.551891303	1.025147959
368	0.87	-98.41431118	497.4750308	399.0607196	0.787801413	0.551173655	1.024429172
369	0.76	-360.674644	761.9261243	401.2514803	0.787603303	0.550975702	1.024230905
370	0.66	-533.8929958	937.4756991	403.5827033	0.787392402	0.550764967	1.024019838
371	0.83	-87.75099136	496.2309142	408.4799228	0.78694906	0.550321973	1.023576147
372	0.83	-145.7519523	555.247035	409.4950827	0.786857107	0.550230093	1.023484122
373	0.87	-26.97593734	447.3568984	420.3809611	0.785869972	0.549243729	1.022496215
